repo_name,pr_number
wiglenet/wigle-wifi-wardriving,231
webdetails/cpf,116
rackerlabs/blueflood,664
alibaba/druid,332
apache/nutch,96
OpenMRS/openmrs-module-htmlformentry,35
geosolutions-it/jai-ext,196
jbosstools/jbosstools-openshift,1766
gradle/gradle,7854
TheLastCrusade/SoundStream,232
pentaho/pentaho-cassandra-plugin,5
jbake-org/jbake,519
slipstream/SlipStreamServer,1048
openmicroscopy/bioformats,2927
umple/Umple,1321
openmicroscopy/bioformats,2781
RPTools/maptool,31
xetorthio/jedis,1847
abarisain/dmix,134
molgenis/systemsgenetics,284
ReactiveX/RxJava,4226
ehcache/ehcache3,1183
slipstream/SlipStreamServer,1042
dana-i2cat/opennaas,812
entando/entando-components,374
A24Group/ssGWT-lib,38
aerogear/aerogear-unifiedpush-server,953
embulk/embulk,57
linkedin/camus,130
OTBProject/OTBProject,48
FluentLenium/FluentLenium,147
neo4j/neo4j,10848
stripe/stripe-android,131
CorfuDB/CorfuDB,336
scireum/sirius-kernel,34
apache/accumulo,1002
jenkinsci/email-ext-plugin,175
roboconf/roboconf-platform,227
the-blue-alliance/the-blue-alliance-android,531
rstudio/rstudio,1427
CU-CommunityApps/cu-kfs,226
researchstudio-sat/webofneeds,1760
liquibase/liquibase,383
DataDog/jmxfetch,170
Jasig/uPortal,441
rackerlabs/blueflood,261
gradle/gradle,8157
guardianproject/ChatSecureAndroid,302
DigitalCampus/oppia-mobile-android,536
temenostech/IRIS,167
essentials/Essentials,237
TexasDigitalLibrary/Vireo,991
alibaba/druid,282
iipc/openwayback,183
Stratio/crossdata,774
the-blue-alliance/the-blue-alliance-android,186
M66B/XPrivacy,1334
deeplearning4j/deeplearning4j,6953
mapzen/open,379
sialcasa/mvvmFX,89
einsteinx2/WaveBox,116
appium/appium-adb,85
eishub/BW4T,2
TGAC/miso-lims,1002
PhilJay/MPAndroidChart,516
hazelcast/hazelcast-code-samples,14
teamed/qulice,792
lutece-platform/lutece-core,26
valotrading/stirling,127
winder/Universal-G-Code-Sender,1166
pentaho/mondrian,167
CloudSlang/cloud-slang,55
Talend/tdq-studio-se,374
jenkinsci/git-client-plugin,255
grpc/grpc-java,4911
k3po/k3po,325
HubSpot/Singularity,1804
scireum/sirius-web,475
Bioinformatics-UA/dicoogle,129
Netflix/genie,552
sinkillerj/ProjectE,766
e-ucm/ead,699
neo4j/neo4j,11874
the-blue-alliance/the-blue-alliance-android,802
GlowstoneMC/Glowstone,886
dita-ot/dita-ot,2516
uwescience/myria,667
Projekt-CMM/CMM,163
molgenis/molgenis-legacy,51
eXist-db/exist,1883
Esri/arcgis-runtime-samples-java,178
osmandapp/Osmand,1540
GlowstoneMC/Glowstone,518
MovingBlocks/Terasology,2279
Activiti/Activiti,2493
l0rdn1kk0n/wicket-bootstrap,763
Unidata/thredds,1159
rectangle-dbmi/Realtime-Port-Authority,66
wso2/carbon-registry,115
BroadleafCommerce/BroadleafCommerce,1702
azkaban/azkaban,1798
Spoutcraft/Spoutcraft,161
denimgroup/threadfix,1265
smartdevicelink/sdl,575
wso2/orbit,183
hibernate/hibernate-ogm,237
telefonicaid/fiware-sdc,226
ArtificerRepo/artificer,366
forcedotcom/SalesforceMobileSDK-Android,1837
shilad/wikibrain,68
jitsi/jitsi-videobridge,242
AzureAD/azure-activedirectory-library-for-android,975
opentripplanner/OpenTripPlanner,1114
joelittlejohn/jsonschema2pojo,170
square/android-times-square,43
ControlSystemStudio/cs-studio,1308
cgeo/cgeo,7218
unchartedsoftware/aperture-tiles,179
todoroo/astrid,137
ChangeOrientedProgrammingEnvironment/eclipseRecorder,50
hibernate/hibernate-orm,249
kohsuke/github-api,369
Adobe-Consulting-Services/acs-aem-commons,1687
asciidoctor/asciidoctorj,233
apache/jena,427
jeremylong/DependencyCheck,1405
languagetool-org/languagetool,920
Adobe-Consulting-Services/acs-aem-commons,360
Catrobat/Paintroid,27
stripe/stripe-java,83
grpc/grpc-java,4868
jamesagnew/hapi-fhir,651
digitalgreenorg/dg,630
CloudSlang/score,154
StephenBlackWasAlreadyTaken/xDrip-Experimental,126
DroidPlanner/Tower,963
Activiti/Activiti,3
Esri/arcgis-runtime-samples-java,218
pantsbuild/intellij-pants-plugin,357
datacleaner/DataCleaner,1716
B3Partners/brmo,431
azkaban/azkaban,1374
javers/javers,707
lightblue-platform/lightblue-client,29
mballance/sveditor,177
GoogleCloudPlatform/appengine-java-vm-runtime,70
dropwizard/dropwizard,2103
appium/java-client,1
exo-addons/chat-application,246
entando/entando-core,388
openMF/android-client,5
ooyala/android-sample-apps,249
Maescool/Catacomb-Snatch,718
bitcoinj/bitcoinj,297
imagej/imagej-ops,337
datacleaner/DataCleaner,1174
appium/java-client,291
UNC-Libraries/Carolina-Digital-Repository,752
dropwizard/dropwizard,1380
KengoTODA/findbugs-slf4j,90
jbosstools/jbosstools-vpe,184
hibernate/hibernate-validator,701
DroidPlanner/Tower,24
liquibase/liquibase,191
pentaho/pentaho-platform-plugin-reporting,261
Glitchfiend/BiomesOPlenty,312
windup/windup,1070
Unidata/thredds,1003
getlantern/lantern,3249
ooici/ion-definitions,508
eclipse/smarthome,6793
researchstudio-sat/webofneeds,2174
hazelcast/hazelcast,13966
tvrenamer/tvrenamer,320
WASdev/ci.maven,90
square/moshi,719
k9mail/k-9,2777
Talend/tcommon-studio-se,1268
jitsi/jitsi,566
uwescience/myria,617
terasolunaorg/terasoluna-gfw-functionaltest,105
ooyala/android-sample-apps,184
jclouds/jclouds,762
intermine/intermine,1047
jdereg/n-cube,266
Esri/arcgis-runtime-samples-android,589
knowrob/knowrob,43
deeplearning4j/nd4j,2389
spotify/docker-client,697
jenkinsci/email-ext-plugin,82
digitalgreenorg/dg,188
rackerlabs/repose,955
proofpoint/platform,5
iluwatar/java-design-patterns,506
sonatype/nexus-oss,324
jpos/jPOS,69
deeplearning4j/nd4j,2713
Crate/crate,7985
Maescool/Catacomb-Snatch,825
ProjectKorra/ProjectKorra,440
UniversalMediaServer/UniversalMediaServer,719
cbeust/testng,1847
apache/accumulo,190
hbz/lobid,192
flightstats/hub,65
broadinstitute/picard,887
couchbase/couchbase-lite-java-core,423
Silverpeas/Silverpeas-Core,151
Jasig/uPortal,691
cauchymop/goblob,31
matrix-org/matrix-android-sdk,316
JetBrains/kotlin,88
MovingBlocks/Terasology,3445
simpligility/android-maven-plugin,51
deeplearning4j/nd4j,2627
brooklyncentral/brooklyn,992
wildfly/wildfly-core,3074
codinguser/gnucash-android,402
CIRDLES/Topsoil,360
JabRef/jabref,4030
telefonicaid/fiware-cygnus,331
brooklyncentral/clocker,292
twilio/twilio-java,73
UW-Madison-DoIT/hrs-portlets,38
deeplearning4j/nd4j,2293
mballance/sveditor,31
DiUS/java-faker,366
strongbox/strongbox,784
jboss-fuse/fabric8,423
smartdevicelink/sdl,403
Jasig/uPortal,528
usgs/nshmp-haz-ws,187
wallabag/android-app,124
hbz/lobid,191
anthonycr/Lightning-Browser,175
openmicroscopy/bioformats,2450
DSpace/DSpace,1170
adjust/android,152
debrief/debrief,3514
jenkinsci/performance-plugin,6
akvo/akvo-flow,1924
kaazing/gateway,231
opencog/relex,235
digitalgreenorg/dg,242
rstudio/rstudio,3471
hibernate/hibernate-validator,129
hibernate/hibernate-search,161
KronicDeth/intellij-elixir,40
datacleaner/DataCleaner,1546
FenixEdu/fenixedu-academic,232
bndtools/bnd,2367
OpenHMIS/openmrs-module-openhmis.cashier,112
embulk/embulk,1071
UniversalMediaServer/UniversalMediaServer,330
mapzen/open,70
arquillian/arquillian-cube,884
Unidata/thredds,383
jbosstm/narayana,1236
yegor256/rultor,1046
wso2/carbon-analytics,1024
grpc/grpc-java,4201
payara/Payara,3378
hibernate/hibernate-search,1681
HubSpot/Singularity,1179
xwiki/xwiki-rendering,166
basho/riak-java-client,442
helun/Ektorp,143
BroadleafCommerce/BroadleafCommerce,1802
confluentinc/schema-registry,616
openmicroscopy/bioformats,2321
duckduckgo/android,312
duckduckgo/android,450
e-ucm/ead,498
georchestra/georchestra,1100
mcMMO-Dev/mcMMO,2801
umple/Umple,955
teamed/qulice,651
twilio/twilio-java,414
numenta/htm.java,135
ChiralBehaviors/Ultrastructure,132
Wizcorp/phonegap-facebook-plugin,722
digitalgreenorg/dg,510
caelum/vraptor4,916
JakeWharton/timber,200
umple/Umple,847
pentaho/pentaho-reporting,721
AnimeNeko/Atarashii,434
deeplearning4j/deeplearning4j,5119
georchestra/georchestra,2162
floodlight/floodlight,137
rackerlabs/repose,1435
todoroo/astrid,180
openmicroscopy/bioformats,2774
KKBOX/android,153
pac4j/pac4j,58
opentripplanner/OpenTripPlanner,1282
AnimeNeko/Atarashii,239
jclouds/legacy-jclouds,1517
jMonkeyEngine/jmonkeyengine,573
e-ucm/ead,798
flyingsaucerproject/flyingsaucer,128
spring-io/sagan,221
dana-i2cat/opennaas,338
smartdevicelink/sdl,991
elastic/elasticsearch,36701
rackerlabs/atom-hopper,249
w3c/ldp-testsuite,54
ox-it/wl-citations,17
CHIRDL-Openmrs-Modules/chirdlutil,86
deeplearning4j/deeplearning4j,5768
myui/hivemall,108
datacleaner/DataCleaner,991
septadev/SEPTA-Android,106
hibernate/hibernate-validator,558
k9mail/k-9,3759
jtalks-org/jcommune,152
telefonicaid/fiware-sdc,82
MrTJP/ProjectRed,289
sleuthkit/autopsy,4091
Esri/arcgis-runtime-samples-java,58
molgenis/molgenis,142
shilad/wikibrain,79
pantsbuild/intellij-pants-plugin,292
spotify/helios,939
elastic/elasticsearch,37129
isenseDev/iSENSE-Hardware,528
researchstudio-sat/webofneeds,1585
wildfly-security/wildfly-elytron,514
photo/mobile-android,113
arquillian/arquillian-graphene,163
KronicDeth/intellij-elixir,137
rundeck/rundeck,4589
RPTools/maptool,307
embulk/embulk-output-jdbc,11
BroadleafCommerce/BroadleafCommerce,1720
syncany/syncany,52
antlr/antlr4,1261
helun/Ektorp,58
realtalk403/realtalk,132
kaazing/gateway,600
steveswinsburg/gradebookNG,130
Netflix/genie,782
wildfly/wildfly,11494
hawkular/hawkular-metrics,647
atlasapi/atlas,441
researchstudio-sat/webofneeds,1368
pentaho/pentaho-reporting,759
deeplearning4j/deeplearning4j,6982
hibernate/hibernate-ogm,929
anthonycr/Lightning-Browser,68
VHAINNOVATIONS/ASRCM,135
TexasDigitalLibrary/Vireo,1177
apache/incubator-brooklyn,94
yegor256/netbout,869
pentaho/pentaho-cassandra-plugin,131
lightblue-platform/lightblue-rest,296
MovingBlocks/Terasology,1784
jenkinsci/jira-plugin,145
scireum/sirius-kernel,122
molgenis/molgenis,459
Alfresco/alfresco-android-app,455
HubSpot/jinjava,238
Realm/realm-java,5030
telefonicaid/fiware-cygnus,1558
opentripplanner/OpenTripPlanner,2377
unchartedsoftware/aperture-tiles,35
HubSpot/jinjava,95
freenet/fred,419
Sage-Bionetworks/BridgePF,1289
spotify/helios,21
hibernate/hibernate-search,317
deeplearning4j/nd4j,1422
bigbluebutton/bigbluebutton,5159
matrix-org/matrix-android-sdk,88
CHIRDL-Openmrs-Modules/chica,80
sonatype/nexus,778
winder/Universal-G-Code-Sender,964
DroidPlanner/Tower,241
AzureAD/azure-activedirectory-library-for-java,228
apache/accumulo,986
rstudio/rstudio,1465
wallabag/android-app,334
roboconf/roboconf-platform,85
researchstudio-sat/webofneeds,2696
rackerlabs/blueflood,422
bndtools/bnd,2012
ethereum/ethereumj,73
JakeWharton/timber,233
waarp/WaarpCommon,30
UniversalMediaServer/UniversalMediaServer,611
linkedin/camus,198
saros-project/saros,216
Dynious/RefinedRelocation,165
brianfrankcooper/YCSB,11
azkaban/azkaban,1840
atlasapi/atlas,1350
HubSpot/jinjava,210
rackerlabs/repose,1229
HubSpot/Singularity,1483
uwescience/myria,733
forcedotcom/SalesforceMobileSDK-Android,791
jcabi/jcabi-github,487
apache/struts,198
bugsnag/bugsnag-android,294
googlegenomics/dataflow-java,192
ProjectKorra/ProjectKorra,103
undera/jmeter-plugins,57
jeremylong/DependencyCheck,337
floodlight/floodlight,776
Netflix/genie,397
DSpace/DSpace,1218
eclipse/jetty.project,3342
Graylog2/graylog2-server,4542
brianfrankcooper/YCSB,625
Crate/crate,7501
apache/accumulo,934
saros-project/saros,249
Adobe-Consulting-Services/acs-aem-commons,996
ProjectKorra/ProjectKorra,685
google/closure-compiler,1017
jclouds/legacy-jclouds,579
teamed/qulice,602
spockframework/spock,108
UniversalMediaServer/UniversalMediaServer,1502
DataDog/jmxfetch,168
Qabel/qabel-core,407
mockito/mockito,1290
dianping/cat,1226
pgjdbc/pgjdbc,1138
HubSpot/jinjava,231
cbeust/testng-eclipse,99
eXist-db/exist,1222
teamed/qulice,723
dropwizard/dropwizard,1859
xnio/xnio,127
ethereum/ethereumj,1
AnimeNeko/Atarashii,353
forcedotcom/SalesforceMobileSDK-CordovaPlugin,18
abarisain/dmix,564
deeplearning4j/deeplearning4j,5350
asciidoctor/asciidoctorj,499
eleybourn/Book-Catalogue,359
OpenMRS/openmrs-module-webservices.rest,334
apache/jena,350
unclebob/fitnesse,728
Catrobat/Paintroid,163
OpenClinica/OpenClinica,1545
neo4j/neo4j,10801
ua-eas/ksd-kc5.2.1-ua,88
brooklyncentral/clocker,31
gdg-x/frisbee,559
netty/netty,25
Netflix/Priam,13
AnimeNeko/Atarashii,474
aol/micro-server,378
rstudio/rstudio,3180
jbosstools/jbosstools-arquillian,67
HubSpot/jinjava,234
bigbluebutton/bigbluebutton,6474
brooklyncentral/brooklyn,569
HubSpot/jinjava,162
gradle/gradle,6618
lutece-platform/lutece-core,133
Findwise/Hydra,322
AltBeacon/android-beacon-library,578
k9mail/k-9,2827
geoserver/geoserver,2382
UNC-Libraries/Carolina-Digital-Repository,777
mapzen/open,128
wso2/carbon-analytics,601
CorfuDB/CorfuDB,1617
UW-Madison-DoIT/hrs-portlets,103
guardianproject/ChatSecureAndroid,178
researchstudio-sat/webofneeds,1433
wso2/carbon-analytics,646
DroidPlanner/Tower,1407
googlegenomics/dataflow-java,147
spotify/helios,862
querydsl/querydsl,2037
couchbase/couchbase-lite-java-core,485
Cloudhunter/OpenCCSensors,124
dropwizard/dropwizard,2254
neo4j/neo4j,11817
wildfly/wildfly,10829
aerogear/aerogear-unifiedpush-server,619
teamed/qulice,809
caelum/vraptor4,299
saros-project/saros,160
OpenIndiana/oi-userland,4400
B3Partners/brmo,224
wso2/carbon-analytics,1384
Awful/Awful.apk,86
adamfisk/LittleProxy,297
debrief/debrief,3255
TooTallNate/Java-WebSocket,136
bigbluebutton/bigbluebutton,6491
bumptech/glide,2521
isenseDev/iSENSE-Hardware,221
viritin/viritin,47
bndtools/bndtools,1839
treasure-data/td-client-java,23
igniterealtime/Openfire,572
craftercms/engine,164
apache/accumulo,1010
Netflix/eureka,1003
stormpath/stormpath-sdk-java,698
javaparser/javaparser,1998
HubSpot/Singularity,1711
bigbluebutton/bigbluebutton,6010
rackerlabs/blueflood,772
Netflix/suro,41
lobid/lodmill,26
ProjectKorra/ProjectKorra,943
GluuFederation/oxAuth,344
getlantern/lantern,4181
jclouds/legacy-jclouds,780
hudson/hudson-2.x,25
OpenNMS/opennms,2357
quran/quran,363
square/dagger,168
JabRef/jabref,4281
datastax/java-driver,568
imagej/imagej-ops,237
bigbluebutton/bigbluebutton,5915
mapfish/mapfish-print,307
magefree/mage,5074
lenskit/lenskit,1026
zanata/zanata-server,1128
slipstream/SlipStreamConnectors,69
AltBeacon/android-beacon-library,811
ProjectKorra/ProjectKorra,40
dropwizard/dropwizard,1061
wildfly-security/wildfly-elytron,246
MightyPirates/OpenComputers,809
rundeck/rundeck,4041
project-ncl/pnc,1268
zanata/zanata-server,1110
k9mail/k-9,1828
jenkinsci/support-core-plugin,68
debrief/debrief,2721
brooklyncentral/brooklyn,899
hazelcast/hazelcast,13625
zanata/zanata-server,59
BuildCraft/BuildCraft,402
brianfrankcooper/YCSB,51
kohsuke/github-api,240
jenkinsci/acceptance-test-harness,435
spotify/helios,607
cbeust/testng,8
glyptodon/guacamole-client,133
elastic/elasticsearch,37383
datacleaner/DataCleaner,1055
TGAC/miso-lims,1744
pentaho/pentaho-hadoop-shims,500
UW-Madison-DoIT/hrs-portlets,79
wallabag/android-app,141
Teiid-Designer/teiid-designer,35
jbosstools/jbosstools-integration-tests,438
grpc/grpc-java,4213
bndtools/bnd,2016
glyptodon/guacamole-client,85
e-ucm/ead,526
telefonicaid/fiware-sdc,163
flightstats/hub,1051
wildfly/wildfly-core,2910
MinecraftForge/MinecraftForge,4680
forcedotcom/SalesforceMobileSDK-Android,1795
brooklyncentral/brooklyn,420
sonatype/nexus-oss,292
pac4j/pac4j,1114
Stratio/crossdata,132
maplesyrup/maple-android,198
wso2/jaggery,42
hibernate/hibernate-search,625
wocommunity/wonder,67
torquebox/torquebox,67
jitsi/jitsi-meet-torture,227
treasure-data/td-client-java,117
GluuFederation/oxTrust,400
GlowstoneMC/Glowstone,834
k3po/k3po,380
Netflix/genie,79
ControlSystemStudio/cs-studio,2428
saros-project/saros,377
serenity-bdd/serenity-core,154
pac4j/play-pac4j,123
pushtorefresh/storio,287
ucsdlib/damsmanager,191
ReactiveX/RxJava,4181
OpenGamma/OG-Platform,329
mybatis/generator,71
imagej/imagej-ops,513
bndtools/bndtools,1063
CorfuDB/CorfuDB,327
hbz/lobid,56
CorfuDB/CorfuDB,323
Awful/Awful.apk,638
Esri/arcgis-runtime-samples-java,210
scireum/sirius-web,404
CorfuDB/CorfuDB,1349
duckduckgo/android,55
rackerlabs/blueflood,517
cloudfoundry/uaa,32
Catrobat/Paintroid,86
siddhi-io/siddhi,1050
imagej/imagej-ops,36
netty/netty,7985
geotools/geotools,1596
JabRef/jabref,4205
apache/tomee,88
confluentinc/kafka-rest,533
wso2/carbon-analytics,1021
dbfit/dbfit,100
apache/nutch,436
hibernate/hibernate-search,1375
eishub/BW4T,98
cbeust/testng,2007
craftercms/search,64
daydreaming-experiment/app,372
researchstudio-sat/webofneeds,2169
azkaban/azkaban,676
elexis/elexis-3-base,24
undera/jmeter-plugins,23
flightstats/hub,302
xwiki/xwiki-platform,850
daydreaming-experiment/app,358
owncloud/android,395
Awful/Awful.apk,193
hibernate/hibernate-search,90
celements/celements-core,15
apache/struts,169
SpoutDev/Spout,66
UNC-Libraries/Carolina-Digital-Repository,233
owncloud/android,549
digitalgreenorg/dg,649
ooici/ion-definitions,300
sonatype/nexus-oss,787
deeplearning4j/nd4j,1290
hibernate/hibernate-search,629
imagej/imagej-ops,253
dana-i2cat/opennaas,103
TexasDigitalLibrary/Vireo,354
eclipse/xtext,78
jMonkeyEngine/jmonkeyengine,756
neo4j/neo4j,10715
tomakehurst/wiremock,1017
entando/entando-components,245
CorfuDB/CorfuDB,1342
DenizenScript/Denizen-for-Bukkit,776
Stratio/crossdata,751
debrief/debrief,1923
TestFX/TestFX,71
l0rdn1kk0n/wicket-bootstrap,731
getlantern/lantern,1972
Ensembl/ensj-healthcheck,24
rackerlabs/repose,1668
Awful/Awful.apk,103
A24Group/ssGWT-lib,195
jbosstm/narayana,1158
getlantern/lantern,1877
Sage-Bionetworks/BridgePF,889
OpenTreeOfLife/reference-taxonomy,307
azkaban/azkaban,1656
brooklyncentral/brooklyn,803
JetBrains/kotlin,1397
gwtbootstrap3/gwtbootstrap3-extras,323
pietermartin/sqlg,83
collectionspace/application,2
CU-CommunityApps/cu-kfs,666
BroadleafCommerce/BroadleafCommerce,1912
demoiselle/behave,300
CMPUT301F14T14/android-question-answer-app,161
square/okhttp,3602
Crate/crate,6987
TGAC/miso-lims,1166
mybatis/mybatis-3,472
jenkinsci/acceptance-test-harness,482
flightstats/hub,160
igniterealtime/Openfire,311
rackerlabs/blueflood,4
floodlight/floodlight,111
DroidPlanner/Tower,379
ProjectKorra/ProjectKorra,192
MovingBlocks/Terasology,2060
errai/errai,322
proofpoint/platform,424
floodlight/floodlight,143
MIT-Mobile/MIT-Mobile-for-Android,52
maplesyrup/maple-android,119
brooklyncentral/brooklyn,266
winder/Universal-G-Code-Sender,642
openml/OpenML,604
researchstudio-sat/webofneeds,1031
serenity-bdd/serenity-core,7
numenta/htm.java,259
locationtech/udig-platform,46
wocommunity/wonder,10
MovingBlocks/Terasology,2631
bonitasoft/bonita-web,27
aerogear/aerogear-unifiedpush-server,225
CIRDLES/Topsoil,394
deegree/deegree3,3
rackerlabs/atom-hopper,64
unchartedsoftware/aperture-tiles,143
AEFeinstein/mtg-familiar,68
Maescool/Catacomb-Snatch,612
bndtools/bnd,2882
the-blue-alliance/the-blue-alliance-android,240
Bioinformatics-UA/dicoogle,353
broadinstitute/picard,1094
zeromq/jeromq,691
eXist-db/exist,1239
steveswinsburg/gradebookNG,158
DroidPlanner/Tower,1278
rackerlabs/repose,1440
Sage-Bionetworks/BridgePF,1119
elastic/elasticsearch,37712
bitstadium/HockeySDK-Android,143
SmartBear/soapui,235
grpc/grpc-java,5190
jbosstools/jbosstools-integration-tests,1673
denimgroup/threadfix,881
openmicroscopy/bioformats,2605
Silverpeas/Silverpeas-Core,447
apache/incubator-brooklyn,1114
HubSpot/Singularity,759
ProjectKorra/ProjectKorra,144
OHDSI/WebAPI,723
ForestryMC/ForestryMC,530
pac4j/pac4j,1253
biojava/biojava,270
M66B/XPrivacy,913
edx/edx-app-android,633
mapzen/open,183
datacleaner/DataCleaner,1778
jenkinsci/support-core-plugin,33
spring-io/sagan,109
swagger-api/swagger-parser,511
AnimeNeko/Atarashii,330
Activiti/Activiti,163
HubSpot/Baragon,53
researchstudio-sat/webofneeds,1084
Awful/Awful.apk,169
Netflix/zuul,21
xwiki/xwiki-platform,180
sleuthkit/autopsy,4077
sonatype/nexus,278
strongbox/strongbox,946
square/retrofit,8
OpenClinica/OpenClinica,1461
elastic/elasticsearch,36409
imglib/imglib2,98
OpenNMS/opennms,1632
essentials/Essentials,35
airlift/airlift,694
zanata/zanata-server,992
siddhi-io/siddhi,865
jboss-remoting/jboss-remoting,1
asakusafw/asakusafw,528
unchartedsoftware/aperture-tiles,65
gdg-x/frisbee,188
dita-ot/dita-ot,3148
Stratio/crossdata,356
getlantern/lantern,2872
griddynamics/jagger,507
moneymanagerex/android-money-manager-ex,295
embulk/embulk,413
GoogleCloudPlatform/DataflowJavaSDK,628
CU-CommunityApps/cu-kfs,319
obiba/mica2,1232
lenskit/lenskit,430
FlansMods/FlansMod,591
openmicroscopy/bioformats,3015
Esri/military-features-data,151
AxonFramework/AxonFramework,141
OpenNMS/opennms,1962
elastic/elasticsearch,37440
denimgroup/threadfix,955
gxa/gxa,141
mapstruct/mapstruct,1248
eclipse/xtext,687
matrix-org/matrix-android-sdk,287
simpligility/android-maven-plugin,322
DSpace/DSpace,1155
DroidPlanner/Tower,549
eclipse/californium,270
mapzen/open,165
freenet/fred,513
datastax/java-driver,1171
Stratio/crossdata,316
enonic/xp,4190
rundeck/rundeck,4474
scireum/sirius-web,598
mozilla/MozStumbler,236
molgenis/systemsgenetics,297
azkaban/azkaban,894
gwtbootstrap3/gwtbootstrap3,250
MinecraftForge/MinecraftForge,4138
ooyala/android-sample-apps,340
teamed/qulice,570
GlobalNOC/FlowSpaceFirewall,16
serenity-bdd/serenity-core,1179
apache/accumulo,523
eclipse/smarthome,5185
apache/accumulo,252
DroidPlanner/Tower,960
strongbox/strongbox,697
JabRef/jabref,4426
ninetwozero/com.ninetwozero.bf4intel,105
ProjectKorra/ProjectKorra,318
oblac/jodd,544
AnimeNeko/Atarashii,357
pentaho/data-access,118
kuali/kc,1140
stripe/stripe-android,259
owncloud/android,289
hltfbk/Excitement-Open-Platform,442
lenskit/lenskit,760
owncloud/android,2360
bndtools/bndtools,1768
IDgis/geo-publisher,243
googlemaps/google-maps-services-java,78
embulk/embulk,460
mcMMO-Dev/mcMMO,2155
hawkular/hawkular-metrics,347
unclebob/fitnesse,422
Bioinformatics-UA/dicoogle,9
wildfly/wildfly,11700
elastic/elasticsearch,36721
entando/entando-components,55
apache/nutch,184
aol/micro-server,129
qos-ch/logback,97
sonatype/nexus-oss,87
jenkinsci/support-core-plugin,16
elastic/elasticsearch,37421
cyclestreets/android,299
flightstats/hub,409
UniversalMediaServer/UniversalMediaServer,879
waarp/WaarpCommon,20
confluentinc/common,141
pentaho/pentaho-cassandra-plugin,69
iipc/openwayback,195
neo4j/neo4j,10887
saros-project/saros,449
scireum/sirius-web,128
javaparser/javaparser,1510
hawkular/hawkular-metrics,225
telefonicaid/fiware-cygnus,1244
rstudio/rstudio,1398
hcoles/pitest,523
strongbox/strongbox,1132
forcedotcom/SalesforceMobileSDK-CordovaPlugin,43
pac4j/pac4j,819
edoweb/regal,91
javaee-samples/javaee7-samples,178
JabRef/jabref,2547
Adobe-Consulting-Services/acs-aem-commons,1610
calblueprint/PHC,15
azkaban/azkaban,869
getlantern/lantern,2842
redline-smalltalk/redline-smalltalk,159
spring-cloud/spring-cloud-config,1235
saros-project/saros,247
glyptodon/guacamole-client,206
dswarm/dswarm,165
square/keywhiz,4
M66B/XPrivacy,2171
brooklyncentral/advanced-networking,56
OpenClinica/OpenClinica,1879
BuildCraft/BuildCraft,857
apache/curator,177
hazelcast/hazelcast-simulator,325
liquibase/liquibase,634
umple/Umple,1074
cinchapi/concourse,6
hibernate/hibernate-ogm,616
proofpoint/platform,305
UNC-Libraries/Carolina-Digital-Repository,221
rollerderby/scoreboard,122
aol/micro-server,93
pentaho/pentaho-metadata,107
elastic/elasticsearch,36482
hibernate/hibernate-search,1913
BuildCraft/BuildCraft,1699
datacleaner/DataCleaner,849
lenskit/lenskit,758
flightstats/hub,939
rabbitmq/rabbitmq-java-client,199
SpectraLogic/ds3,41
edx/edx-app-android,961
quickfix-j/quickfixj,200
xwiki/xwiki-platform,834
appium/java-client,140
TexasDigitalLibrary/Vireo,312
eclipse/jetty.project,3331
UniversalMediaServer/UniversalMediaServer,1208
bndtools/bnd,2819
isenseDev/iSENSE-Hardware,559
wildfly/wildfly,11661
jenkinsci/ec2-plugin,101
UNC-Libraries/Carolina-Digital-Repository,542
Esri/arcgis-runtime-samples-android,213
google/physical-web,436
dana-i2cat/opennaas,513
eclipse/smarthome,5213
eclipse/paho.mqtt.java,232
Netflix/servo,105
HubSpot/Singularity,1380
Netflix/genie,781
smartdevicelink/sdl,979
TexasDigitalLibrary/Vireo,1025
airbnb/airpal,66
thargor6/JWildfire,186
intermine/intermine,2020
eclipse/birt,369
candlepin/candlepin,2186
bndtools/bnd,1610
saros-project/saros,423
apache/storm,2563
SonarSource/sonarqube,2363
harvard-lts/fits,61
bonitasoft/bonita-web,241
jMonkeyEngine/jmonkeyengine,149
windup/windup,1233
rundeck/rundeck,3080
biojava/biojava,779
Rajawali/Rajawali,807
ooici/ion-definitions,526
jenkinsci/remoting,242
jcabi/jcabi-github,796
eXist-db/exist,1531
jclouds/legacy-jclouds,1378
kaazing/gateway,293
scireum/sirius-web,509
twilio/twilio-java,433
owncloud/android,2195
openworm/org.geppetto.simulation,139
JabRef/jabref,4210
saros-project/saros,164
MinecraftForge/MinecraftForge,3744
debrief/debrief,2992
dana-i2cat/opennaas,355
jpos/jPOS,83
unclebob/fitnesse,473
rackerlabs/blueflood,669
cbeust/jcommander,252
openmicroscopy/bioformats,2209
Sage-Bionetworks/BridgePF,1379
liquibase/liquibase,535
MovingBlocks/Terasology,2572
po-devs/android-client,316
wildfly/wildfly-core,3661
eclipse/xtext,233
perfectsense/brightspot-cms,239
opentripplanner/OpenTripPlanner,1080
joel-costigliola/assertj-core,56
real-logic/simple-binary-encoding,638
ninjaframework/ninja,180
lightblue-platform/lightblue-rest,135
Netflix/genie,753
twilio/twilio-java,134
grpc/grpc-java,4965
dropwizard/metrics,426
resteasy/Resteasy,1849
opentripplanner/OpenTripPlanner,1767
